t	desired	actual	limit	b-cast	f-avg	f-sdev	f-g0	f-g1	f-g2	f-g3	f-g4	f-g5	f-g6	f-g7	f-g8	f-g9	d-g0	g0	d-g1	g1	d-g2	g2	d-g3	g3	d-g4	g4	d-g5	g5	d-g6	g6	d-g7	g7	d-g8	g8	d-g9	g9	
731	456	456	 600	2	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	44	44	42	42	47	47	35	35	52	52	53	53	60	60	48	48	21	21	54	54	
732	497	497	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	63	63	41	41	48	48	52	52	52	52	53	53	58	58	38	38	45	45	47	47	
733	441	441	 600	5	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	64	64	37	37	52	52	43	43	63	63	47	47	37	37	31	31	32	32	35	35	
734	502	502	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	67	67	47	47	56	56	47	47	61	61	28	28	61	61	55	55	41	41	39	39	
735	486	486	 600	4	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	55	55	54	54	52	52	38	38	45	45	55	55	72	72	41	41	38	38	36	36	
736	549	549	 600	5	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	65	65	36	36	69	69	57	57	66	66	51	51	60	60	53	53	32	32	60	60	
737	460	460	 600	5	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47	47	54	54	51	51	41	41	57	57	32	32	58	58	52	52	32	32	36	36	
738	478	478	 600	0	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	75	75	41	41	56	56	49	49	58	58	47	47	38	38	48	48	43	43	23	23	
739	501	501	 600	5	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	63	63	47	47	66	66	37	37	49	49	41	41	71	71	48	48	40	40	39	39	
740	510	510	 600	9	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	65	65	34	34	51	51	29	29	68	68	56	56	64	64	51	51	38	38	54	54	
